classified.type,classified.subtype,classified.price,classified.transactionType,classified.zip,classified.kitchen.type,NOTRclassified.building.constructionYear,classified.building.condition,NOTRclassified.energy.heatingType,NOTRclassified.certificates.primaryEnergyConsumptionLevel,classified.bedroom.count,classified.land.surface,classified.atticExists,classified.outdoor.garden.surface,classified.outdoor.terrace.exists,classified.wellnessEquipment.hasSwimmingPool,classified.parking.parkingSpaceCount.indoor
house,house,325000,for sale,9300,installed,1953,None,gas,231,2,163,0,None,0,0,2
house,house,325000,for sale,9300,installed,1953,None,gas,231,2,163,0,None,0,0,2
house,house,372000,for sale,9300,installed,None,None,gas,104,3,0,0,None,1,0,None
house,house,372000,for sale,9300,installed,None,None,gas,104,3,0,0,None,1,0,None
house,house,585000,for sale,9831,None,1898,as new,pellet,377,2,645,0,None,1,0,None
house,house,419000,for sale,9800,None,1965,as new,gas,130,3,220,0,None,0,0,None
house,house,328000,for sale,8000,None,None,as new,gas,280,4,148,0,None,0,0,None
house,house,295000,for sale,8540,None,2017,as new,None,None,3,373,0,None,1,0,1
house,house,295000,for sale,8540,None,2017,as new,None,None,3,373,0,None,1,0,1
house,house,189500,for sale,8570,None,1972,to renovate,None,417,3,234,0,None,0,0,2
house,house,189500,for sale,8570,None,1972,to renovate,None,417,3,234,0,None,0,0,2
house,villa,425000,for sale,8540,None,1956,to renovate,fueloil,806,5,1850,0,None,1,0,3
house,house,280000,for sale,9000,None,1961,to renovate,None,None,5,88,0,None,0,0,None
house,house,280000,for sale,9000,None,1961,to renovate,None,None,5,88,0,None,0,0,None
house,house,170000,for sale,6041,None,None,good,gas,402,4,375,0,250,0,0,None
house,house,170000,for sale,6041,None,None,good,gas,402,4,375,0,250,0,0,None
house,house,399000,for sale,2200,hyper equipped,2015,as new,gas,115.99,4,0,0,None,0,0,None
house group,house group,299500 - 299500,for sale,8600,None,None,None,None,None,None,None,0,None,0,0,None
house,house,259000,for sale,8670,usa installed,2015,None,gas,99,1,61,0,None,1,0,None
house,house,259000,for sale,8970,usa installed,None,None,gas,117,3,105,0,None,1,0,None
house,house,249000,for sale,8370,None,1957,to be done up,None,292,6,218,0,None,0,0,None
house,house,249000,for sale,8370,None,1957,to be done up,None,292,6,218,0,None,0,0,None
house,house,395000,for sale,8370,None,1979,to be done up,None,275,4,282,0,None,0,0,1
house,house,395000,for sale,8370,None,1979,to be done up,None,275,4,282,0,None,0,0,1
house,house,299000,for sale,1500,None,1896,to be done up,None,538,4,556,1,None,0,0,None
house,apartment block,497000,for sale,2600,installed,1939,as new,gas,None,3,160,0,45,1,0,1
house,apartment block,497000,for sale,2600,installed,1939,as new,gas,None,3,160,0,45,1,0,1
house,mixed use building,497000,for sale,2600,installed,1939,as new,gas,None,3,160,0,45,1,0,1
house,bungalow,310000,for sale,9160,None,1974,to renovate,None,686,3,623,0,None,0,0,None
house,bungalow,310000,for sale,9160,None,1974,to renovate,None,686,3,623,0,None,0,0,None
house,house,525000,for sale,9150,None,1976,to renovate,None,1086,3,1791,0,None,0,0,None
house,house,199000,for sale,8840,None,1970,as new,gas,300,2,156,0,None,1,0,None
house,apartment block,420000,for sale,7000,None,None,good,gas,228,9,280,0,150,1,0,None
house,apartment block,420000,for sale,7000,None,None,good,gas,228,9,280,0,150,1,0,None
house,apartment block,129000,for sale,4020,semi equipped,1900,to renovate,gas,241,5,100,1,None,0,0,None
house,house,339000,for sale,1790,hyper equipped,1938,good,gas,308,3,871,0,600,1,0,1
house,apartment block,3100000,for sale,1070,not installed,1950,good,fueloil,None,0,2665,0,None,1,0,1
house,apartment block,3100000,for sale,1070,not installed,1950,good,fueloil,None,0,2665,0,None,1,0,1
house,apartment block,3100000,for sale,1070,not installed,1950,good,fueloil,None,0,2665,0,None,1,0,1
house,house,409000,for sale,7712,installed,None,as new,gas,193,4,692,0,None,1,1,1
house,house,249000,for sale,9230,None,None,as new,gas,134,3,84,0,None,1,0,None
house,house,249000,for sale,9470,hyper equipped,1964,to renovate,gas,601,5,501,0,None,1,0,None
house,apartment block,399000,for sale,9500,hyper equipped,None,to be done up,gas,186,4,117,0,None,1,0,None
house,apartment block,399000,for sale,9500,hyper equipped,None,to be done up,gas,186,4,117,0,None,1,0,None
house,villa,699000,for sale,9500,usa hyper equipped,1996,good,gas,198,8,1859,0,None,1,0,3
house,house,199000,for sale,9400,usa hyper equipped,None,good,gas,785,2,179,0,None,1,0,None
house,house,299000,for sale,9470,installed,None,good,electric,599,2,195,1,195,1,0,None
house,house,299000,for sale,9470,installed,None,good,electric,599,2,195,1,195,1,0,None
house,house,449000,for sale,1860,installed,1972,None,gas,340,4,1377,0,None,0,0,1
house,house,249999,for sale,6000,installed,1945,just renovated,gas,379,4,500,0,None,1,0,1
house,house,249999,for sale,6000,installed,1945,just renovated,gas,379,4,500,0,None,1,0,1
house,house,409000,for sale,7712,installed,None,as new,gas,193,4,692,0,None,1,1,1
house,villa,2600000,for sale,1150,usa installed,2005,as new,gas,208,8,1700,1,None,1,0,2
house,house,359000,for sale,9240,hyper equipped,None,as new,gas,253,3,388,1,None,1,0,1
house,house,220000,for sale,5575,semi equipped,1951,to be done up,fueloil,414,4,679,1,375,1,0,2
house,house,235000,for sale,9260,usa semi equipped,None,to be done up,electric,793,3,259,1,None,1,0,1
house,house,249000,for sale,9230,usa installed,None,good,gas,531,1,246,0,None,0,0,None
house,house,420000,for sale,1420,usa hyper equipped,2022,as new,gas,None,3,332,1,200,1,0,None
house,house,199000,for sale,7012,installed,None,good,gas,268,4,134,1,None,1,0,None
house,house,185000,for sale,6141,installed,None,good,fueloil,369,3,509,0,436,1,0,None
house,house,299000,for sale,9620,installed,None,just renovated,None,321,4,320,1,None,1,0,None
house,house,285000,for sale,8600,None,None,as new,None,435,3,511,0,None,0,0,None
house,house,285000,for sale,8600,None,None,as new,None,435,3,511,0,None,0,0,None
house,house,325000,for sale,1070,installed,None,None,None,491,4,174,1,None,0,0,1
house,house,165000,for sale,7700,installed,None,to be done up,gas,281,2,232,1,130,1,0,1
house,villa,395000,for sale,8460,installed,1993,good,electric,374,3,550,0,360,0,0,None
house,house,25000,for sale,6061,None,None,to be done up,gas,569,1,30,0,None,0,0,None
house,house,190000,for sale,4480,None,1962,to renovate,gas,740,2,385,0,None,1,0,None
house,house,190000,for sale,4480,None,1962,to renovate,gas,740,2,385,0,None,1,0,None
house,house,385000,for sale,9940,None,1961,None,gas,690,3,2386,0,None,0,0,None
house,house,385000,for sale,9940,None,1961,None,gas,690,3,2386,0,None,0,0,None
house,bungalow,310000,for sale,9120,installed,1997,None,None,227,2,686,1,None,1,0,1
house,bungalow,310000,for sale,9120,installed,1997,None,None,227,2,686,1,None,1,0,1
house,house,69500,for sale,4100,semi equipped,None,good,pellet,None,1,85,0,None,1,0,None
house,apartment block,710000,for sale,4052,installed,1966,good,fueloil,327,5,1900,0,1700,1,0,2
house,house,25000,for sale,6042,None,None,None,gas,1217,2,35,1,None,0,0,None
house,house,25000,for sale,6042,None,None,None,gas,1217,2,35,1,None,0,0,None
house,house,335000,for sale,9040,None,1932,None,None,333,4,250,0,None,1,0,None
house,house,335000,for sale,9040,None,1932,None,None,333,4,250,0,None,1,0,None
house,house,479000,for sale,8200,None,1988,good,electric,246,4,297,0,None,0,0,None
house,house,479000,for sale,8000,None,1988,good,electric,246,4,297,0,None,0,0,None
house,house,479000,for sale,8000,None,1988,good,electric,246,4,297,0,None,0,0,None
house,house,55000,for sale,4100,None,None,to renovate,fueloil,691,2,512,1,None,0,0,None
house,house,295000,for sale,4680,installed,None,good,gas,183,4,0,1,None,1,1,1
house,house,180000,for sale,2060,installed,None,just renovated,gas,None,2,100,0,None,1,0,None
house,house,180000,for sale,2060,installed,None,just renovated,gas,None,2,100,0,None,1,0,None
house,apartment block,230000,for sale,7140,installed,None,to renovate,gas,442,6,300,0,80,1,0,None
house,house,140000,for sale,7130,semi equipped,None,just renovated,electric,None,3,97,0,None,1,0,None
house,house,140000,for sale,7130,semi equipped,None,just renovated,electric,None,3,97,0,None,1,0,None
house,house,315000,for sale,5100,installed,None,None,fueloil,598,2,1070,0,None,0,1,1
house,house,260000,for sale,7700,installed,None,just renovated,gas,191,4,292,0,102,1,0,None
house,house,215000,for sale,7850,semi equipped,None,good,gas,466,3,141,0,None,0,0,None
house,house,215000,for sale,7850,semi equipped,None,good,gas,466,3,141,0,None,0,0,None
house,house,340000,for sale,2800,installed,2015,as new,None,None,2,0,0,None,1,0,None
house,country cottage,200000,for sale,9667,semi equipped,1899,None,fueloil,611,2,380,0,None,0,0,None
house,house,316000,for sale,4837,None,2010,None,gas,300,3,0,0,130,1,0,1
house,house,205000,for sale,9185,usa hyper equipped,2011,as new,gas,66,2,975,1,None,1,0,2
house,house,261000,for sale,9040,semi equipped,None,to renovate,gas,564,3,0,0,None,0,0,None
house,house,299500,for sale,9000,semi equipped,None,to renovate,fueloil,329,5,186,0,None,1,0,None
house,house,299500,for sale,9000,semi equipped,None,to renovate,fueloil,329,5,186,0,None,1,0,None
house,house,189000,for sale,6030,usa hyper equipped,None,just renovated,gas,None,3,290,0,1,0,0,None
house,house,189000,for sale,6030,usa hyper equipped,None,just renovated,gas,None,3,290,0,1,0,0,None
house,house,140000,for sale,7370,None,None,to renovate,None,617,3,420,0,None,0,0,None
house,house,140000,for sale,7370,None,None,to renovate,None,617,3,420,0,None,0,0,None
house,house,149000,for sale,4400,semi equipped,None,good,None,None,2,160,0,None,1,0,None
house,house,149000,for sale,4400,semi equipped,None,good,None,None,2,160,0,None,1,0,None
house,house,189000,for sale,4040,None,None,None,gas,384,2,280,0,48,0,0,None
house,house,95000,for sale,4032,not installed,None,good,gas,333,2,213,0,104,0,0,None
house,house,690000,for sale,7600,installed,None,to be done up,fueloil,189,5,17800,0,17800,1,0,4
house,house,690000,for sale,7500,installed,None,to be done up,fueloil,189,5,17800,0,17800,1,0,4
house,house,315000,for sale,4560,installed,2017,as new,gas,165,3,655,0,250,1,0,1
house,house,435000,for sale,6250,hyper equipped,None,as new,None,174,3,855,1,550,1,0,1
house,house,15000,for sale,7390,installed,None,to renovate,carbon,650,2,250,0,None,0,0,None
house,house,199000,for sale,8501,installed,None,good,gas,258,4,100,0,None,1,0,None
house,house,190000,for sale,6030,None,None,to be done up,None,214,3,0,0,None,0,0,None
house,house,469000,for sale,9810,None,1986,good,electric,510,3,603,0,None,0,0,None
house,house,250000,for sale,5523,None,None,None,fueloil,274,4,703,0,None,1,0,None
house,house,225000,for sale,7548,installed,None,None,None,382,2,350,0,None,1,0,None
house,house,295000,for sale,4400,installed,2009,good,gas,239,3,278,0,None,1,0,1
house,house,350000,for sale,6250,hyper equipped,1966,just renovated,fueloil,422,4,0,0,None,1,0,None
house,country cottage,445000,for sale,3220,None,None,None,gas,536,3,1020,0,None,1,0,None
house,house,899000,for sale,1650,hyper equipped,2006,good,gas,220,4,1409,0,None,0,0,2
house,house,320000,for sale,1650,installed,1918,just renovated,gas,227,2,95,0,None,1,0,None
house,house,380000,for sale,8540,usa hyper equipped,1930,just renovated,None,293,2,503,0,None,1,0,2
house,house,380000,for sale,8540,usa hyper equipped,1930,just renovated,None,293,2,503,0,None,1,0,2
house,house,428000,for sale,8210,None,2021,None,None,None,4,281,0,None,1,0,None
house,house,392000,for sale,8210,None,2021,None,None,None,4,163,0,None,1,0,None
house,house,369500,for sale,8210,None,2021,None,None,None,4,126,0,None,1,0,1
house,house,387500,for sale,8210,None,2021,None,None,None,4,130,0,None,1,0,None
house,house,385000,for sale,9630,None,None,None,gas,187,3,1003,1,None,1,0,None
house,house,225000,for sale,9300,installed,1950,as new,gas,338,2,180,0,None,1,0,None
house group,house group,283698 - 290246,for sale,8760,None,None,None,None,None,None,None,0,None,0,0,None
house group,house group,284211 - 286333,for sale,8760,None,None,None,None,None,None,None,0,None,0,0,None
house,house,380000,for sale,1000,installed,1900,to be done up,gas,398,5,58,0,None,1,0,None
house,apartment block,1050000,for sale,1210,None,1918,None,gas,324,3,207,0,None,1,0,None
house,house,259000,for sale,8820,semi equipped,None,to renovate,fueloil,640,4,400,0,None,1,0,1
house,house,250000,for sale,8570,installed,1979,as new,gas,442,3,314,0,None,0,0,2
house,house,275000,for sale,8760,installed,1953,to renovate,None,669,6,782,0,None,0,0,2
house,bungalow,365000,for sale,8480,semi equipped,1971,None,gas,267,3,816,0,None,0,0,2
house,bungalow,365000,for sale,8480,semi equipped,1971,None,gas,267,3,816,0,None,0,0,2
house,house,275000,for sale,3740,installed,1973,good,fueloil,889,4,1064,0,None,0,0,None
house,house,419000,for sale,9400,installed,1990,as new,fueloil,242,4,0,0,None,0,0,None
house,house,419000,for sale,9404,installed,1990,as new,fueloil,242,4,0,0,None,0,0,None
house,house,419000,for sale,9404,installed,1990,as new,fueloil,242,4,0,0,None,0,0,None
house,town house,200000,for sale,8500,installed,None,as new,gas,352,1,80,0,None,0,0,1
house group,house group,281500 - 281500,for sale,8870,None,None,None,None,None,None,None,0,None,0,0,None
house,exceptional property,349000,for sale,9340,installed,None,None,gas,618,5,1800,0,None,1,0,None
house,house,329000,for sale,9300,installed,1958,as new,gas,269,5,0,0,80,0,0,1
house,house,545000,for sale,9420,installed,1991,None,None,199,4,928,1,None,1,0,1
house,house,399000,for sale,9300,installed,None,as new,gas,249,4,261,1,None,0,0,None
house,house,890000,for sale,3000,None,1899,as new,None,184,6,60,0,None,0,0,None
house,house,339000,for sale,9900,None,None,as new,None,277,3,0,0,None,1,0,2
house,house,335000,for sale,2880,hyper equipped,1986,None,gas,202,3,170,1,None,1,0,1
house,house,420000,for sale,9260,None,1961,None,electric,636,6,833,1,None,0,0,1
house,house,145000,for sale,4031,None,None,to renovate,gas,344,3,495,1,None,1,0,1
house,house,795000,for sale,9150,None,2012,as new,gas,105,4,697,0,None,1,0,1
house,house,348000,for sale,2040,None,1980,as new,gas,466,3,499,1,None,1,0,1
house,house,238000,for sale,9660,None,1966,None,gas,268,3,686,1,None,1,0,1
house,house,238000,for sale,9660,None,1966,None,gas,268,3,686,1,None,1,0,1
house,house,265000,for sale,9051,not installed,None,to be done up,gas,1026,2,121,1,16,1,0,None
house,house,220000,for sale,4690,not installed,None,to be done up,fueloil,358,4,89205,1,100,0,0,2
house,house,349000,for sale,1400,None,1938,to renovate,gas,502,4,550,1,None,1,0,1
house,town house,369000,for sale,1130,installed,1959,just renovated,gas,None,3,177,1,100,1,0,1
house,bungalow,599000,for sale,9070,installed,1971,to renovate,fueloil,457,3,1373,1,1000,1,0,2
house,house,695000,for sale,9240,hyper equipped,None,good,None,267,4,683,1,560,1,0,2
house,bungalow,260000,for sale,4300,installed,1984,good,fueloil,287,3,1016,1,871,1,0,None
house,mixed use building,349000,for sale,1357,installed,None,good,gas,249,3,730,1,501,1,0,1
house,apartment block,349000,for sale,1357,installed,None,good,gas,249,3,730,1,501,1,0,1
house,apartment block,349000,for sale,1357,installed,None,good,gas,249,3,730,1,501,1,0,1
house,house,349000,for sale,1357,installed,None,good,gas,249,3,730,1,501,1,0,1
house,house,199000,for sale,9340,installed,2014,as new,gas,138.57,2,0,0,None,0,0,1
house,house,450000,for sale,5310,usa hyper equipped,2020,as new,gas,102,6,1100,0,1100,1,0,1
house,house,159000,for sale,7090,semi equipped,None,good,gas,472,2,100,0,None,1,0,None
house,house,159000,for sale,7090,semi equipped,None,good,gas,472,2,100,0,None,1,0,None
house,house,350000,for sale,7090,installed,1985,None,electric,991,2,175,0,None,0,0,5
house,house,15000,for sale,4610,not installed,None,to renovate,gas,477,2,50,1,None,0,0,None
house,house,349000,for sale,9111,installed,1982,None,gas,145,2,4082,1,None,0,0,None
house,house,349000,for sale,9111,installed,1982,None,gas,145,2,4082,1,None,0,0,None
house,house,70000,for sale,2000,None,None,to renovate,None,958,1,50,0,None,0,0,None
house,house,369500,for sale,4520,installed,1965,good,fueloil,None,4,1219,0,1104,1,0,3
house,mixed use building,362500,for sale,9120,installed,None,just renovated,gas,157,4,0,0,None,0,0,None
house,house,499000,for sale,2018,installed,None,good,gas,649,3,128,0,None,0,0,None
house,house,499000,for sale,1495,None,2022,as new,None,None,3,699,1,699,1,0,2
house,country cottage,550000,for sale,1850,semi equipped,1930,good,fueloil,280,4,2149,0,None,1,0,2
house,apartment block,189000,for sale,4800,installed,None,good,gas,204,4,150,1,60,0,0,None
house,apartment block,189000,for sale,4800,installed,None,good,gas,204,4,150,1,60,0,0,None
house,apartment block,158000,for sale,4000,None,None,to be done up,gas,499,3,52,0,None,0,0,None
house,apartment block,158000,for sale,4000,None,None,to be done up,gas,499,3,52,0,None,0,0,None
house,apartment block,699000,for sale,9000,semi equipped,None,to renovate,gas,401,4,245,0,100,1,0,None
house,house,110000,for sale,4102,not installed,None,to renovate,gas,358,4,102,0,None,1,0,None
house,house,187000,for sale,7134,not installed,None,good,gas,564,5,0,0,None,1,0,1
house,house,187000,for sale,7134,not installed,None,good,gas,564,5,0,0,None,1,0,1
house,house,140000,for sale,6060,usa installed,None,good,gas,584,3,188,1,100,1,0,None
house,house,140000,for sale,6060,usa installed,None,good,gas,584,3,188,1,100,1,0,None
house,house,449000,for sale,2328,None,2022,as new,None,None,5,351,1,200,1,0,None
